"Items","Discrimination.2PL","Difficulty.2PL"
"Item1",1.00086089400008,-1.09466428891256
"Item2",0.777720031257992,1.20505285244146
"Item3",0.791376015238428,-0.0317254574393951
"Item4",0.805550649570519,1.4646015184729
"Item5",0.804279229427437,2.10409929968809
"Item6",1.09041353144265,-1.32590318682761
"Item7",0.70768046951175,-1.23969711182732
"Item8",0.985595572073008,-0.202920840562857
"Item9",0.579991066142018,0.151868280484564
"Item10",1.54043962924098,-0.216869840813631
"Item11",1.45343885324584,1.31755357623677
"Item12",0.974218419327356,-1.34741458011048
"Item13",2.03060164738867,1.00799477395328
"Item14",0.898331475866905,0.119254882351811
"Item15",0.603176641451139,2.28964806090026
"Item16",1.10015361717026,-0.368349624032916
"Item17",0.961406030574358,2.47358653626584
"Item18",1.40689946393979,1.48951195410111
"Item19",0.785636873042688,-0.244003070303945
"Item20",1.11448164589094,0.766985656403887
"Item21",0.599004969647388,0.890045209253634
"Item22",0.814841464286276,0.478628817448531
"Item23",0.68410637190783,0.721711517140058
"Item24",1.22441739404934,-1.04726593690389
"Item25",1.1293197219898,1.88938573490505
"Item26",1.41809557539614,2.23614378782509
"Item27",0.781970828590553,-0.975806211275806
"Item28",1.28559971605833,0.829326941389512
"Item29",0.529336584064048,0.434010371144466
"Item30",1.23232384683555,1.2018920305925
